game,date,numbers,bonus,gold_ball,scraped_at,source_block_index
max,2025-06-03,"[6, 29, 39, 40, 42, 44, 48]",22,,2025-07-23T02:19:35.179844,0
max,2025-05-09,"[6, 10, 16, 17, 30, 38, 48]",25,,2025-07-23T02:44:44.820323,0
