game,date,numbers,bonus,gold_ball,scraped_at,source_block_index
Lotto Max,2014-04-11,"[1, 3, 14, 33, 35, 39, 45]",28,,2025-06-13T18:58:58.545916,237
Lotto Max,2014-04-18,"[9, 16, 24, 30, 39, 40, 45]",14,,2025-06-13T18:58:58.545916,238
Lotto Max,2014-04-25,"[3, 9, 24, 25, 28, 36, 40]",48,,2025-06-13T18:58:58.545916,239
Lotto Max,2014-05-02,"[6, 15, 18, 19, 25, 44, 46]",28,,2025-06-13T18:58:58.545916,240
Lotto Max,2014-05-09,"[5, 7, 29, 35, 39, 41, 49]",14,,2025-06-13T18:58:58.545916,241
Lotto Max,2014-05-16,"[12, 13, 16, 30, 32, 35, 37]",7,,2025-06-13T18:58:58.545916,242
Lotto Max,2014-05-23,"[3, 11, 16, 24, 31, 39, 43]",2,,2025-06-13T18:58:58.545916,243
Lotto Max,2014-05-30,"[2, 5, 10, 11, 23, 25, 31]",46,,2025-06-13T18:58:58.545916,244
Lotto Max,2014-06-06,"[3, 5, 17, 30, 36, 47, 49]",31,,2025-06-13T18:58:58.545916,245
Lotto Max,2014-06-13,"[12, 16, 24, 29, 36, 40, 47]",44,,2025-06-13T18:58:58.545916,246
Lotto Max,2014-06-20,"[12, 17, 32, 36, 43, 44, 49]",4,,2025-06-13T18:58:58.545916,247
Lotto Max,2014-06-27,"[4, 6, 7, 16, 18, 40, 46]",34,,2025-06-13T18:58:58.545916,248
Lotto Max,2014-07-04,"[5, 10, 11, 20, 26, 38, 46]",44,,2025-06-13T18:58:58.545916,249
Lotto Max,2014-07-11,"[1, 6, 10, 16, 18, 21, 31]",5,,2025-06-13T18:58:58.545916,250
Lotto Max,2014-07-18,"[1, 3, 16, 33, 34, 40, 42]",2,,2025-06-13T18:58:58.545916,251
Lotto Max,2014-07-25,"[7, 9, 24, 30, 35, 42, 43]",36,,2025-06-13T18:58:58.545916,252
Lotto Max,2014-08-01,"[1, 2, 5, 10, 11, 25, 34]",36,,2025-06-13T18:58:58.545916,253
Lotto Max,2014-08-08,"[6, 9, 16, 19, 20, 24, 30]",31,,2025-06-13T18:58:58.545916,254
Lotto Max,2014-08-15,"[9, 16, 17, 27, 32, 38, 47]",37,,2025-06-13T18:58:58.545916,255
Lotto Max,2014-08-22,"[13, 16, 22, 26, 35, 36, 39]",44,,2025-06-13T18:58:58.545916,256
Lotto Max,2014-08-29,"[1, 23, 26, 33, 35, 38, 42]",18,,2025-06-13T18:58:58.545916,257
Lotto Max,2014-09-05,"[3, 8, 11, 20, 28, 36, 38]",26,,2025-06-13T18:58:58.545916,258
Lotto Max,2014-09-12,"[5, 6, 8, 13, 24, 37, 46]",30,,2025-06-13T18:58:58.545916,259
Lotto Max,2014-09-19,"[4, 7, 8, 10, 16, 20, 36]",27,,2025-06-13T18:58:58.545916,260
Lotto Max,2014-09-26,"[2, 3, 5, 18, 37, 38, 46]",33,,2025-06-13T18:58:58.545916,261
Lotto Max,2014-10-03,"[7, 15, 24, 25, 27, 43, 47]",22,,2025-06-13T18:58:58.545916,262
Lotto Max,2014-10-10,"[5, 13, 18, 28, 31, 38, 44]",46,,2025-06-13T18:58:58.545916,263
Lotto Max,2014-10-17,"[18, 19, 32, 36, 38, 40, 43]",1,,2025-06-13T18:58:58.545916,264
Lotto Max,2014-10-24,"[8, 27, 30, 32, 34, 35, 42]",17,,2025-06-13T18:58:58.545916,265
Lotto Max,2014-10-31,"[3, 12, 25, 30, 42, 44, 45]",26,,2025-06-13T18:58:58.545916,266
Lotto Max,2014-11-07,"[1, 3, 6, 8, 14, 20, 30]",28,,2025-06-13T18:58:58.545916,267
Lotto Max,2014-11-14,"[2, 5, 7, 13, 15, 30, 38]",27,,2025-06-13T18:58:58.545916,268
Lotto Max,2014-11-21,"[6, 18, 19, 26, 37, 39, 47]",21,,2025-06-13T18:58:58.545916,269
Lotto Max,2014-11-28,"[3, 4, 7, 12, 17, 26, 34]",1,,2025-06-13T18:58:58.545916,270
Lotto Max,2014-12-05,"[10, 14, 15, 16, 42, 45, 48]",49,,2025-06-13T18:58:58.545916,271
Lotto Max,2014-12-12,"[2, 14, 30, 34, 38, 47, 48]",16,,2025-06-13T18:58:58.545916,272
Lotto Max,2014-12-19,"[3, 6, 13, 17, 22, 25, 43]",47,,2025-06-13T18:58:58.545916,273
Lotto Max,2014-12-26,"[15, 20, 29, 39, 40, 43, 46]",12,,2025-06-13T18:58:58.545916,274
Lotto Max,2015-01-02,"[8, 9, 14, 19, 28, 31, 46]",48,,2025-06-13T18:58:58.545916,275
Lotto Max,2015-01-09,"[3, 7, 12, 18, 31, 33, 35]",26,,2025-06-13T18:58:58.545916,276
Lotto Max,2015-01-16,"[6, 29, 30, 31, 36, 42, 45]",32,,2025-06-13T18:58:58.545916,277
Lotto Max,2015-01-23,"[1, 14, 15, 18, 26, 42, 48]",39,,2025-06-13T18:58:58.545916,278
Lotto Max,2015-01-30,"[10, 15, 21, 28, 32, 36, 37]",9,,2025-06-13T18:58:58.545916,279
Lotto Max,2015-02-06,"[1, 5, 7, 13, 14, 33, 46]",47,,2025-06-13T18:58:58.545916,280
Lotto Max,2015-02-13,"[6, 9, 18, 22, 25, 32, 44]",46,,2025-06-13T18:58:58.545916,281
Lotto Max,2015-02-20,"[26, 34, 38, 41, 46, 48, 49]",10,,2025-06-13T18:58:58.545916,282
Lotto Max,2015-02-27,"[4, 12, 16, 27, 37, 39, 44]",32,,2025-06-13T18:58:58.545916,283
Lotto Max,2015-03-06,"[2, 8, 9, 10, 24, 26, 41]",37,,2025-06-13T18:58:58.545916,284
Lotto Max,2015-03-13,"[2, 8, 10, 15, 17, 20, 24]",14,,2025-06-13T18:58:58.545916,285
Lotto Max,2015-03-20,"[7, 10, 16, 35, 36, 42, 45]",24,,2025-06-13T18:58:58.545916,286
Lotto Max,2015-03-27,"[3, 7, 15, 23, 29, 31, 45]",46,,2025-06-13T18:58:58.545916,287
Lotto Max,2015-04-03,"[10, 11, 23, 28, 32, 34, 41]",29,,2025-06-13T18:58:58.545916,288
Lotto Max,2015-04-10,"[7, 8, 16, 18, 24, 25, 46]",37,,2025-06-13T18:58:58.545916,289
Lotto Max,2015-04-17,"[7, 11, 14, 15, 19, 30, 41]",22,,2025-06-13T18:58:58.545916,290
Lotto Max,2015-04-24,"[3, 37, 38, 40, 42, 43, 46]",12,,2025-06-13T18:58:58.545916,291
Lotto Max,2015-05-01,"[6, 18, 20, 37, 40, 44, 46]",49,,2025-06-13T18:58:58.545916,292
Lotto Max,2015-05-08,"[1, 7, 17, 27, 32, 44, 48]",18,,2025-06-13T18:58:58.545916,293
Lotto Max,2015-05-15,"[16, 23, 24, 25, 40, 46, 47]",17,,2025-06-13T18:58:58.545916,294
Lotto Max,2015-05-22,"[1, 4, 21, 24, 29, 30, 46]",25,,2025-06-13T18:58:58.545916,295
Lotto Max,2015-05-29,"[1, 30, 38, 39, 44, 45, 47]",43,,2025-06-13T18:58:58.545916,296
Lotto Max,2015-06-05,"[2, 10, 13, 16, 30, 33, 48]",44,,2025-06-13T18:58:58.545916,297
Lotto Max,2015-06-12,"[4, 7, 11, 19, 34, 38, 48]",45,,2025-06-13T18:58:58.545916,298
Lotto Max,2015-06-19,"[7, 14, 15, 16, 21, 30, 41]",17,,2025-06-13T18:58:58.545916,299
Lotto Max,2015-06-26,"[2, 4, 16, 23, 30, 32, 46]",38,,2025-06-13T18:58:58.545916,300
Lotto Max,2015-07-03,"[1, 6, 30, 40, 46, 47, 49]",37,,2025-06-13T18:58:58.545916,301
Lotto Max,2015-07-10,"[12, 14, 23, 25, 31, 38, 40]",36,,2025-06-13T18:58:58.545916,302
Lotto Max,2015-07-17,"[23, 24, 29, 36, 42, 43, 49]",38,,2025-06-13T18:58:58.545916,303
Lotto Max,2015-07-24,"[2, 4, 11, 19, 28, 29, 38]",42,,2025-06-13T18:58:58.545916,304
Lotto Max,2015-07-31,"[2, 5, 27, 32, 35, 42, 46]",48,,2025-06-13T18:58:58.545916,305
Lotto Max,2015-08-07,"[5, 13, 20, 37, 39, 40, 41]",28,,2025-06-13T18:58:58.545916,306
Lotto Max,2015-08-14,"[1, 15, 17, 25, 34, 40, 41]",38,,2025-06-13T18:58:58.545916,307
Lotto Max,2015-08-21,"[3, 13, 15, 22, 33, 41, 49]",11,,2025-06-13T18:58:58.545916,308
Lotto Max,2015-08-28,"[2, 4, 5, 17, 29, 39, 41]",48,,2025-06-13T18:58:58.545916,309
Lotto Max,2015-09-04,"[7, 8, 15, 19, 36, 37, 41]",43,,2025-06-13T18:58:58.545916,310
Lotto Max,2015-09-11,"[21, 22, 27, 30, 39, 42, 44]",8,,2025-06-13T18:58:58.545916,311
Lotto Max,2015-09-18,"[13, 16, 17, 21, 35, 40, 46]",18,,2025-06-13T18:58:58.545916,312
Lotto Max,2015-09-25,"[1, 7, 15, 18, 21, 30, 45]",22,,2025-06-13T18:58:58.545916,313
Lotto Max,2015-10-02,"[10, 12, 24, 26, 34, 43, 47]",38,,2025-06-13T18:58:58.545916,314
Lotto Max,2015-10-09,"[8, 11, 14, 23, 26, 42, 47]",1,,2025-06-13T18:58:58.545916,315
Lotto Max,2015-10-16,"[9, 14, 19, 21, 31, 32, 40]",16,,2025-06-13T18:58:58.545916,316
Lotto Max,2015-10-23,"[2, 7, 12, 28, 29, 38, 48]",27,,2025-06-13T18:58:58.545916,317
Lotto Max,2015-10-30,"[2, 11, 19, 38, 43, 45, 49]",9,,2025-06-13T18:58:58.545916,318
Lotto Max,2015-11-06,"[1, 10, 12, 20, 29, 35, 47]",4,,2025-06-13T18:58:58.545916,319
Lotto Max,2015-11-13,"[7, 11, 19, 38, 40, 41, 42]",49,,2025-06-13T18:58:58.545916,320
Lotto Max,2015-11-20,"[12, 21, 28, 34, 36, 45, 48]",26,,2025-06-13T18:58:58.545916,321
Lotto Max,2015-11-27,"[4, 8, 9, 20, 23, 45, 46]",31,,2025-06-13T18:58:58.545916,322
Lotto Max,2015-12-04,"[8, 15, 24, 25, 27, 36, 43]",32,,2025-06-13T18:58:58.545916,323
Lotto Max,2015-12-11,"[7, 12, 28, 34, 45, 46, 48]",49,,2025-06-13T18:58:58.545916,324
Lotto Max,2015-12-18,"[6, 20, 28, 29, 30, 31, 46]",45,,2025-06-13T18:58:58.545916,325
Lotto Max,2015-12-25,"[5, 8, 9, 12, 22, 39, 45]",38,,2025-06-13T18:58:58.545916,326
Lotto Max,2016-01-01,"[6, 10, 13, 14, 25, 41, 46]",8,,2025-06-13T18:58:58.545916,327
Lotto Max,2016-01-08,"[13, 15, 21, 24, 25, 36, 48]",10,,2025-06-13T18:58:58.545916,328
Lotto Max,2016-01-15,"[7, 26, 27, 31, 32, 33, 42]",45,,2025-06-13T18:58:58.545916,329
Lotto Max,2016-01-22,"[20, 21, 22, 34, 42, 43, 45]",1,,2025-06-13T18:58:58.545916,330
Lotto Max,2016-01-29,"[5, 11, 14, 17, 28, 41, 47]",46,,2025-06-13T18:58:58.545916,331
Lotto Max,2016-02-05,"[6, 7, 8, 9, 17, 23, 30]",18,,2025-06-13T18:58:58.545916,332
Lotto Max,2016-02-12,"[19, 20, 26, 31, 34, 39, 48]",18,,2025-06-13T18:58:58.545916,333
Lotto Max,2016-02-19,"[2, 11, 20, 22, 33, 40, 43]",4,,2025-06-13T18:58:58.545916,334
Lotto Max,2016-02-26,"[6, 9, 22, 23, 36, 38, 47]",12,,2025-06-13T18:58:58.545916,335
Lotto Max,2016-03-04,"[4, 14, 24, 41, 42, 44, 48]",26,,2025-06-13T18:58:58.545916,336
Lotto Max,2016-03-11,"[9, 17, 27, 30, 31, 34, 42]",21,,2025-06-13T18:58:58.545916,337
Lotto Max,2016-03-18,"[6, 8, 15, 24, 26, 39, 44]",40,,2025-06-13T18:58:58.545916,338
Lotto Max,2016-03-25,"[1, 6, 15, 32, 42, 45, 46]",44,,2025-06-13T18:58:58.545916,339
Lotto Max,2016-04-01,"[5, 6, 27, 28, 31, 41, 45]",12,,2025-06-13T18:58:58.545916,340
Lotto Max,2016-04-08,"[9, 12, 13, 14, 28, 39, 41]",38,,2025-06-13T18:58:58.545916,341
Lotto Max,2016-04-15,"[1, 9, 17, 19, 25, 27, 38]",44,,2025-06-13T18:58:58.545916,342
Lotto Max,2016-04-22,"[13, 16, 20, 35, 37, 43, 49]",6,,2025-06-13T18:58:58.545916,343
Lotto Max,2016-04-29,"[11, 21, 22, 24, 26, 36, 43]",10,,2025-06-13T18:58:58.545916,344
Lotto Max,2016-05-06,"[1, 8, 10, 24, 26, 37, 45]",47,,2025-06-13T18:58:58.545916,345
Lotto Max,2016-05-13,"[3, 6, 8, 17, 21, 28, 34]",2,,2025-06-13T18:58:58.545916,346
Lotto Max,2016-05-20,"[16, 17, 19, 22, 31, 47, 49]",1,,2025-06-13T18:58:58.545916,347
Lotto Max,2016-05-27,"[1, 14, 16, 20, 26, 32, 34]",18,,2025-06-13T18:58:58.545916,348
Lotto Max,2016-06-03,"[12, 21, 28, 37, 40, 43, 47]",11,,2025-06-13T18:58:58.545916,349
Lotto Max,2016-06-10,"[5, 11, 15, 26, 27, 33, 39]",46,,2025-06-13T18:58:58.545916,350
Lotto Max,2016-06-17,"[1, 16, 20, 29, 33, 44, 46]",15,,2025-06-13T18:58:58.545916,351
Lotto Max,2016-06-24,"[2, 17, 22, 24, 26, 42, 48]",6,,2025-06-13T18:58:58.545916,352
Lotto Max,2016-07-01,"[10, 12, 14, 28, 36, 39, 45]",26,,2025-06-13T18:58:58.545916,353
Lotto Max,2016-07-08,"[1, 8, 16, 25, 30, 42, 48]",28,,2025-06-13T18:58:58.545916,354
Lotto Max,2016-07-15,"[19, 30, 31, 36, 40, 44, 49]",6,,2025-06-13T18:58:58.545916,355
Lotto Max,2016-07-22,"[9, 26, 28, 32, 37, 40, 45]",46,,2025-06-13T18:58:58.545916,356
Lotto Max,2016-07-29,"[11, 15, 25, 26, 39, 47, 49]",30,,2025-06-13T18:58:58.545916,357
Lotto Max,2016-08-05,"[4, 6, 10, 20, 40, 46, 47]",39,,2025-06-13T18:58:58.545916,358
Lotto Max,2016-08-12,"[5, 7, 15, 18, 19, 27, 28]",25,,2025-06-13T18:58:58.545916,359
Lotto Max,2016-08-19,"[19, 22, 25, 32, 37, 45, 47]",40,,2025-06-13T18:58:58.545916,360
Lotto Max,2016-08-26,"[3, 10, 17, 19, 26, 27, 42]",46,,2025-06-13T18:58:58.545916,361
Lotto Max,2016-09-02,"[1, 12, 15, 22, 25, 45, 48]",16,,2025-06-13T18:58:58.545916,362
Lotto Max,2016-09-09,"[4, 10, 11, 27, 29, 32, 41]",42,,2025-06-13T18:58:58.545916,363
Lotto Max,2016-09-16,"[7, 12, 14, 15, 27, 34, 44]",6,,2025-06-13T18:58:58.545916,364
Lotto Max,2016-09-23,"[3, 13, 24, 36, 39, 44, 45]",19,,2025-06-13T18:58:58.545916,365
Lotto Max,2016-09-30,"[4, 12, 17, 21, 32, 38, 42]",46,,2025-06-13T18:58:58.545916,366
Lotto Max,2016-10-07,"[8, 9, 12, 24, 29, 36, 37]",17,,2025-06-13T18:58:58.545916,367
Lotto Max,2016-10-14,"[14, 18, 22, 25, 36, 39, 44]",34,,2025-06-13T18:58:58.545916,368
Lotto Max,2016-10-21,"[33, 34, 36, 42, 44, 45, 47]",14,,2025-06-13T18:58:58.545916,369
Lotto Max,2016-10-28,"[3, 5, 19, 29, 33, 34, 44]",41,,2025-06-13T18:58:58.545916,370
Lotto Max,2016-11-04,"[4, 23, 29, 36, 39, 44, 46]",24,,2025-06-13T18:58:58.545916,371
Lotto Max,2016-11-11,"[8, 14, 18, 20, 24, 39, 46]",23,,2025-06-13T18:58:58.545916,372
Lotto Max,2016-11-18,"[7, 10, 21, 24, 38, 40, 49]",3,,2025-06-13T18:58:58.545916,373
Lotto Max,2016-11-25,"[2, 11, 20, 22, 31, 35, 47]",39,,2025-06-13T18:58:58.545916,374
Lotto Max,2016-12-02,"[5, 8, 20, 21, 29, 40, 47]",7,,2025-06-13T18:58:58.545916,375
Lotto Max,2016-12-09,"[11, 17, 24, 26, 34, 35, 39]",16,,2025-06-13T18:58:58.545916,376
Lotto Max,2016-12-16,"[2, 9, 27, 32, 38, 39, 43]",45,,2025-06-13T18:58:58.545916,377
Lotto Max,2016-12-23,"[1, 5, 11, 26, 28, 30, 41]",49,,2025-06-13T18:58:58.545916,378
Lotto Max,2016-12-30,"[5, 10, 14, 19, 31, 33, 47]",27,,2025-06-13T18:58:58.545916,379
Lotto Max,2017-01-06,"[10, 13, 18, 19, 38, 47, 48]",42,,2025-06-13T18:58:58.545916,380
Lotto Max,2017-01-13,"[2, 8, 24, 30, 31, 38, 40]",42,,2025-06-13T18:58:58.545916,381
Lotto Max,2017-01-20,"[4, 10, 21, 28, 29, 37, 45]",20,,2025-06-13T18:58:58.545916,382
Lotto Max,2017-01-27,"[1, 3, 8, 22, 29, 38, 47]",11,,2025-06-13T18:58:58.545916,383
Lotto Max,2017-02-03,"[8, 19, 24, 28, 34, 42, 48]",17,,2025-06-13T18:58:58.545916,384
Lotto Max,2017-02-10,"[11, 16, 19, 22, 24, 38, 41]",48,,2025-06-13T18:58:58.545916,385
Lotto Max,2017-02-17,"[5, 9, 14, 24, 33, 37, 46]",38,,2025-06-13T18:58:58.545916,386
Lotto Max,2017-02-24,"[1, 17, 19, 23, 28, 29, 47]",10,,2025-06-13T18:58:58.545916,387
Lotto Max,2017-03-03,"[3, 7, 20, 25, 29, 31, 44]",27,,2025-06-13T18:58:58.545916,388
Lotto Max,2017-03-10,"[1, 11, 15, 20, 36, 41, 47]",33,,2025-06-13T18:58:58.545916,389
Lotto Max,2017-03-17,"[2, 5, 6, 7, 8, 33, 45]",15,,2025-06-13T18:58:58.545916,390
Lotto Max,2017-03-24,"[16, 19, 21, 32, 37, 39, 45]",26,,2025-06-13T18:58:58.545916,391
Lotto Max,2017-03-31,"[1, 2, 12, 15, 22, 25, 41]",34,,2025-06-13T18:58:58.545916,392
Lotto Max,2017-04-07,"[8, 12, 14, 34, 37, 44, 48]",45,,2025-06-13T18:58:58.545916,393
Lotto Max,2017-04-14,"[23, 25, 29, 30, 42, 44, 45]",20,,2025-06-13T18:58:58.545916,394
Lotto Max,2017-04-28,"[10, 14, 22, 36, 38, 44, 45]",11,,2025-06-13T18:58:58.545916,395
Lotto Max,2017-05-05,"[11, 14, 20, 22, 26, 35, 43]",33,,2025-06-13T18:58:58.545916,396
Lotto Max,2017-05-12,"[11, 25, 26, 28, 38, 44, 45]",20,,2025-06-13T18:58:58.545916,397
Lotto Max,2017-05-19,"[8, 11, 18, 25, 34, 35, 38]",44,,2025-06-13T18:58:58.545916,398
Lotto Max,2017-05-26,"[14, 16, 18, 21, 38, 44, 49]",15,,2025-06-13T18:58:58.545916,399
Lotto Max,2017-06-02,"[11, 12, 25, 28, 33, 41, 43]",36,,2025-06-13T18:58:58.545916,400
Lotto Max,2017-06-09,"[7, 11, 20, 21, 22, 37, 47]",38,,2025-06-13T18:58:58.545916,401
Lotto Max,2017-06-16,"[1, 5, 20, 33, 34, 41, 42]",15,,2025-06-13T18:58:58.545916,402
Lotto Max,2017-06-23,"[2, 3, 6, 22, 24, 42, 46]",27,,2025-06-13T18:58:58.545916,403
Lotto Max,2017-06-30,"[7, 24, 26, 36, 37, 43, 44]",3,,2025-06-13T18:58:58.545916,404
Lotto Max,2017-07-07,"[4, 8, 13, 16, 26, 33, 38]",10,,2025-06-13T18:58:58.545916,405
Lotto Max,2017-07-14,"[2, 4, 11, 17, 26, 41, 42]",44,,2025-06-13T18:58:58.545916,406
Lotto Max,2017-07-21,"[2, 11, 12, 25, 33, 39, 44]",8,,2025-06-13T18:58:58.545916,407
Lotto Max,2017-07-28,"[9, 12, 16, 24, 33, 45, 47]",14,,2025-06-13T18:58:58.545916,408
Lotto Max,2017-08-04,"[1, 4, 11, 17, 27, 36, 37]",47,,2025-06-13T18:58:58.545916,409
Lotto Max,2017-08-11,"[13, 14, 19, 26, 27, 36, 37]",18,,2025-06-13T18:58:58.545916,410
Lotto Max,2017-08-18,"[2, 9, 13, 16, 25, 26, 45]",19,,2025-06-13T18:58:58.545916,411
Lotto Max,2017-08-25,"[18, 19, 23, 34, 39, 43, 46]",1,,2025-06-13T18:58:58.545916,412
Lotto Max,2017-09-01,"[1, 7, 18, 28, 31, 39, 48]",35,,2025-06-13T18:58:58.545916,413
Lotto Max,2017-09-08,"[1, 2, 15, 16, 22, 29, 41]",27,,2025-06-13T18:58:58.545916,414
Lotto Max,2017-09-15,"[15, 20, 24, 30, 39, 44, 46]",22,,2025-06-13T18:58:58.545916,415
Lotto Max,2017-09-22,"[2, 10, 37, 38, 39, 43, 47]",28,,2025-06-13T18:58:58.545916,416
Lotto Max,2017-09-29,"[1, 6, 14, 23, 38, 40, 47]",25,,2025-06-13T18:58:58.545916,417
Lotto Max,2017-10-06,"[10, 17, 25, 27, 29, 34, 38]",48,,2025-06-13T18:58:58.545916,418
Lotto Max,2017-10-13,"[8, 14, 16, 17, 18, 34, 41]",43,,2025-06-13T18:58:58.545916,419
Lotto Max,2017-10-20,"[1, 4, 12, 27, 35, 38, 46]",8,,2025-06-13T18:58:58.545916,420
Lotto Max,2017-10-27,"[1, 14, 15, 16, 24, 39, 49]",5,,2025-06-13T18:58:58.545916,421
Lotto Max,2017-11-03,"[16, 17, 18, 20, 40, 42, 43]",15,,2025-06-13T18:58:58.545916,422
Lotto Max,2017-11-10,"[5, 12, 18, 26, 29, 31, 37]",40,,2025-06-13T18:58:58.545916,423
Lotto Max,2017-11-17,"[3, 15, 22, 23, 33, 47, 49]",6,,2025-06-13T18:58:58.545916,424
Lotto Max,2017-11-24,"[5, 11, 20, 22, 35, 38, 46]",45,,2025-06-13T18:58:58.545916,425
Lotto Max,2017-12-01,"[26, 28, 33, 38, 42, 43, 47]",16,,2025-06-13T18:58:58.545916,426
Lotto Max,2017-12-08,"[1, 17, 31, 33, 39, 46, 49]",42,,2025-06-13T18:58:58.545916,427
Lotto Max,2017-12-15,"[8, 14, 17, 27, 28, 30, 46]",37,,2025-06-13T18:58:58.545916,428
Lotto Max,2017-12-22,"[13, 16, 19, 21, 24, 26, 30]",36,,2025-06-13T18:58:58.545916,429
Lotto Max,2017-12-29,"[22, 23, 26, 35, 37, 39, 47]",14,,2025-06-13T18:58:58.545916,430
Lotto Max,2018-01-05,"[1, 3, 13, 15, 28, 36, 49]",14,,2025-06-13T18:58:58.545916,431
Lotto Max,2018-01-12,"[1, 8, 16, 19, 26, 34, 41]",10,,2025-06-13T18:58:58.545916,432
Lotto Max,2018-01-19,"[9, 18, 25, 30, 39, 40, 43]",5,,2025-06-13T18:58:58.545916,433
Lotto Max,2018-01-26,"[7, 8, 13, 19, 23, 32, 40]",9,,2025-06-13T18:58:58.545916,434
Lotto Max,2018-02-02,"[3, 8, 9, 24, 28, 31, 44]",32,,2025-06-13T18:58:58.545916,435
Lotto Max,2018-02-09,"[6, 19, 24, 25, 36, 37, 39]",17,,2025-06-13T18:58:58.545916,436
Lotto Max,2018-02-16,"[5, 14, 22, 23, 35, 40, 49]",43,,2025-06-13T18:58:58.545916,437
Lotto Max,2018-02-23,"[13, 17, 24, 32, 33, 44, 45]",48,,2025-06-13T18:58:58.545916,438
Lotto Max,2018-03-02,"[7, 25, 26, 28, 32, 36, 37]",2,,2025-06-13T18:58:58.545916,439
Lotto Max,2018-03-09,"[13, 18, 20, 26, 32, 35, 47]",12,,2025-06-13T18:58:58.545916,440
Lotto Max,2018-03-16,"[13, 24, 29, 31, 35, 36, 42]",37,,2025-06-13T18:58:58.545916,441
Lotto Max,2018-03-23,"[7, 12, 15, 23, 35, 43, 49]",19,,2025-06-13T18:58:58.545916,442
Lotto Max,2018-03-30,"[1, 12, 18, 19, 21, 24, 41]",15,,2025-06-13T18:58:58.545916,443
Lotto Max,2018-04-06,"[7, 18, 29, 30, 41, 45, 46]",40,,2025-06-13T18:58:58.545916,444
Lotto Max,2018-04-13,"[1, 8, 9, 22, 29, 30, 32]",17,,2025-06-13T18:58:58.545916,445
Lotto Max,2018-04-20,"[6, 14, 16, 22, 30, 42, 45]",35,,2025-06-13T18:58:58.545916,446
Lotto Max,2018-04-27,"[8, 9, 11, 17, 37, 39, 41]",19,,2025-06-13T18:58:58.545916,447
Lotto Max,2018-05-04,"[1, 11, 15, 16, 20, 29, 39]",32,,2025-06-13T18:58:58.545916,448
Lotto Max,2018-05-11,"[11, 22, 28, 33, 39, 43, 47]",23,,2025-06-13T18:58:58.545916,449
Lotto Max,2018-05-18,"[4, 13, 23, 30, 31, 37, 43]",32,,2025-06-13T18:58:58.545916,450
Lotto Max,2018-05-25,"[7, 10, 13, 19, 24, 31, 41]",1,,2025-06-13T18:58:58.545916,451
Lotto Max,2018-06-01,"[2, 11, 17, 18, 22, 25, 39]",3,,2025-06-13T18:58:58.545916,452
Lotto Max,2018-06-08,"[12, 25, 27, 29, 34, 44, 45]",7,,2025-06-13T18:58:58.545916,453
Lotto Max,2018-06-15,"[18, 23, 28, 37, 44, 45, 47]",9,,2025-06-13T18:58:58.545916,454
Lotto Max,2018-06-22,"[3, 10, 16, 28, 31, 38, 47]",20,,2025-06-13T18:58:58.545916,455
Lotto Max,2018-06-29,"[3, 5, 17, 23, 28, 43, 46]",29,,2025-06-13T18:58:58.545916,456
Lotto Max,2018-07-06,"[1, 11, 20, 32, 41, 42, 44]",47,,2025-06-13T18:58:58.545916,457
Lotto Max,2018-07-13,"[1, 4, 5, 22, 25, 32, 34]",27,,2025-06-13T18:58:58.545916,458
Lotto Max,2018-07-20,"[6, 8, 12, 19, 20, 25, 49]",18,,2025-06-13T18:58:58.545916,459
Lotto Max,2018-07-27,"[8, 11, 14, 17, 26, 30, 36]",48,,2025-06-13T18:58:58.545916,460
Lotto Max,2018-08-03,"[9, 11, 23, 33, 35, 36, 42]",6,,2025-06-13T18:58:58.545916,461
Lotto Max,2018-08-10,"[2, 9, 18, 33, 36, 40, 49]",38,,2025-06-13T18:58:58.545916,462
Lotto Max,2018-08-17,"[12, 17, 22, 27, 28, 29, 35]",43,,2025-06-13T18:58:58.545916,463
Lotto Max,2018-08-24,"[3, 5, 7, 11, 13, 20, 29]",30,,2025-06-13T18:58:58.545916,464
Lotto Max,2018-08-31,"[2, 4, 18, 19, 20, 39, 44]",11,,2025-06-13T18:58:58.545916,465
Lotto Max,2018-09-07,"[3, 12, 21, 34, 37, 38, 41]",22,,2025-06-13T18:58:58.545916,466
Lotto Max,2018-09-14,"[1, 3, 5, 10, 16, 27, 43]",14,,2025-06-13T18:58:58.545916,467
Lotto Max,2018-09-21,"[3, 9, 15, 16, 19, 45, 48]",42,,2025-06-13T18:58:58.545916,468
Lotto Max,2018-09-28,"[25, 28, 31, 36, 42, 44, 49]",37,,2025-06-13T18:58:58.545916,469
Lotto Max,2018-10-05,"[8, 9, 12, 20, 22, 27, 30]",28,,2025-06-13T18:58:58.545916,470
Lotto Max,2018-10-12,"[18, 31, 38, 45, 46, 47, 48]",16,,2025-06-13T18:58:58.545916,471
Lotto Max,2018-10-19,"[10, 15, 16, 17, 19, 27, 38]",9,,2025-06-13T18:58:58.545916,472
Lotto Max,2018-10-26,"[2, 3, 4, 8, 9, 20, 30]",45,,2025-06-13T18:58:58.545916,473
Lotto Max,2018-11-02,"[9, 10, 16, 23, 24, 39, 49]",7,,2025-06-13T18:58:58.545916,474
Lotto Max,2018-11-09,"[2, 12, 31, 34, 39, 48, 49]",1,,2025-06-13T18:58:58.545916,475
Lotto Max,2018-11-16,"[11, 17, 24, 34, 41, 42, 48]",21,,2025-06-13T18:58:58.545916,476
